Title                                                           02.03.2017 14:24
________________________________________________________________________________

Title
Evaluation Categories:

Curve Name:
  DSC700926_pBTTTketo_10%a, 02.03.2017 13:47:16
  Performed 02.03.2017 13:47:15
Curve Values:
          Index       Abscissa             Ts             Tr          Value
                          [°C]           [°C]           [°C]           [mW]
           3020           3020          0.000        243.333        18.5222
           3021           3021          0.000        243.000         18.522
           3022           3022          0.000        242.667        18.5218
           3023           3023          0.000        242.333        18.5217
           3024           3024          0.000        242.000        18.5215
           3025           3025          0.000        241.667        18.5213
           3026           3026          0.000        241.333        18.5211
           3027           3027          0.000        241.000        18.5209
           3028           3028          0.000        240.667        18.5208
           3029           3029          0.000        240.333        18.5206
           3030           3030          0.000        240.000        18.5205
           3031           3031          0.000        239.667        18.5204
           3032           3032          0.000        239.333        18.5202
           3033           3033          0.000        239.000        18.5201
           3034           3034          0.000        238.667        18.5199
           3035           3035          0.000        238.333        18.5198
           3036           3036          0.000        238.000        18.5196
           3037           3037          0.000        237.667        18.5195
           3038           3038          0.000        237.333        18.5193
           3039           3039          0.000        237.000        18.5192
           3040           3040          0.000        236.667        18.5191
           3041           3041          0.000        236.333         18.519
           3042           3042          0.000        236.000        18.5189
           3043           3043          0.000        235.667        18.5188
           3044           3044          0.000        235.333        18.5187
           3045           3045          0.000        235.000        18.5185
           3046           3046          0.000        234.667        18.5184
           3047           3047          0.000        234.333        18.5184
           3048           3048          0.000        234.000        18.5183
           3049           3049          0.000        233.667        18.5183
           3050           3050          0.000        233.333        18.5182
           3051           3051          0.000        233.000        18.5182
           3052           3052          0.000        232.667        18.5181
           3053           3053          0.000        232.333        18.5179
           3054           3054          0.000        232.000        18.5178
           3055           3055          0.000        231.667        18.5175
           3056           3056          0.000        231.333        18.5174
           3057           3057          0.000        231.000        18.5173
           3058           3058          0.000        230.667        18.5173
           3059           3059          0.000        230.333        18.5174
           3060           3060          0.000        230.000        18.5174
           3061           3061          0.000        229.667        18.5175
           3062           3062          0.000        229.333        18.5175
           3063           3063          0.000        229.000        18.5177
           3064           3064          0.000        228.667        18.5178
           3065           3065          0.000        228.333        18.5179
           3066           3066          0.000        228.000         18.518
           3067           3067          0.000        227.667         18.518
           3068           3068          0.000        227.333         18.518
           3069           3069          0.000        227.000        18.5181
           3070           3070          0.000        226.667        18.5182
           3071           3071          0.000        226.333        18.5182
           3072           3072          0.000        226.000        18.5182
           3073           3073          0.000        225.667        18.5183
           3074           3074          0.000        225.333        18.5184
           3075           3075          0.000        225.000        18.5184
           3076           3076          0.000        224.667        18.5185
           3077           3077          0.000        224.333        18.5186
           3078           3078          0.000        224.000        18.5187
           3079           3079          0.000        223.667         18.519
           3080           3080          0.000        223.333        18.5192
           3081           3081          0.000        223.000        18.5194
           3082           3082          0.000        222.667        18.5196
           3083           3083          0.000        222.333          18.52
           3084           3084          0.000        222.000        18.5204
           3085           3085          0.000        221.667        18.5208
           3086           3086          0.000        221.333         18.521
           3087           3087          0.000        221.000        18.5213
           3088           3088          0.000        220.667        18.5216
           3089           3089          0.000        220.333        18.5219
           3090           3090          0.000        220.000        18.5221
           3091           3091          0.000        219.667        18.5223
           3092           3092          0.000        219.333        18.5226
           3093           3093          0.000        219.000        18.5229
           3094           3094          0.000        218.667        18.5232
           3095           3095          0.000        218.333        18.5235
           3096           3096          0.000        218.000        18.5237
           3097           3097          0.000        217.667        18.5239
           3098           3098          0.000        217.333        18.5241
           3099           3099          0.000        217.000        18.5241
           3100           3100          0.000        216.667        18.5242
           3101           3101          0.000        216.333        18.5243
           3102           3102          0.000        216.000        18.5244
           3103           3103          0.000        215.667        18.5245
           3104           3104          0.000        215.333        18.5246
           3105           3105          0.000        215.000        18.5247
           3106           3106          0.000        214.667        18.5248
           3107           3107          0.000        214.333        18.5249
           3108           3108          0.000        214.000         18.525
           3109           3109          0.000        213.667        18.5251
           3110           3110          0.000        213.333        18.5252
           3111           3111          0.000        213.000        18.5254
           3112           3112          0.000        212.667        18.5256
           3113           3113          0.000        212.333        18.5258
           3114           3114          0.000        212.000         18.526
           3115           3115          0.000        211.667        18.5263
           3116           3116          0.000        211.333        18.5266
           3117           3117          0.000        211.000        18.5269
           3118           3118          0.000        210.667        18.5272
           3119           3119          0.000        210.333        18.5274
           3120           3120          0.000        210.000        18.5276
           3121           3121          0.000        209.667        18.5279
           3122           3122          0.000        209.333        18.5281
           3123           3123          0.000        209.000        18.5282
           3124           3124          0.000        208.667        18.5284
           3125           3125          0.000        208.333        18.5286
           3126           3126          0.000        208.000        18.5288
           3127           3127          0.000        207.667         18.529
           3128           3128          0.000        207.333        18.5292
           3129           3129          0.000        207.000        18.5294
           3130           3130          0.000        206.667        18.5297
           3131           3131          0.000        206.333        18.5299
           3132           3132          0.000        206.000        18.5302
           3133           3133          0.000        205.667        18.5305
           3134           3134          0.000        205.333        18.5309
           3135           3135          0.000        205.000        18.5313
           3136           3136          0.000        204.667        18.5316
           3137           3137          0.000        204.333         18.532
           3138           3138          0.000        204.000        18.5323
           3139           3139          0.000        203.667        18.5327
           3140           3140          0.000        203.333         18.533
           3141           3141          0.000        203.000        18.5332
           3142           3142          0.000        202.667        18.5335
           3143           3143          0.000        202.333        18.5337
           3144           3144          0.000        202.000         18.534
           3145           3145          0.000        201.667        18.5343
           3146           3146          0.000        201.333        18.5347
           3147           3147          0.000        201.000        18.5351
           3148           3148          0.000        200.667        18.5357
           3149           3149          0.000        200.333        18.5362
           3150           3150          0.000        200.000        18.5367
           3151           3151          0.000        199.667        18.5372
           3152           3152          0.000        199.333        18.5378
           3153           3153          0.000        199.000        18.5383
           3154           3154          0.000        198.667        18.5388
           3155           3155          0.000        198.333        18.5393
           3156           3156          0.000        198.000        18.5398
           3157           3157          0.000        197.667        18.5405
           3158           3158          0.000        197.333        18.5412
           3159           3159          0.000        197.000        18.5418
           3160           3160          0.000        196.667        18.5427
           3161           3161          0.000        196.333        18.5435
           3162           3162          0.000        196.000        18.5443
           3163           3163          0.000        195.667        18.5452
           3164           3164          0.000        195.333        18.5463
           3165           3165          0.000        195.000        18.5473
           3166           3166          0.000        194.667        18.5484
           3167           3167          0.000        194.333        18.5496
           3168           3168          0.000        194.000         18.551
           3169           3169          0.000        193.667        18.5522
           3170           3170          0.000        193.333        18.5534
           3171           3171          0.000        193.000        18.5545
           3172           3172          0.000        192.667        18.5556
           3173           3173          0.000        192.333        18.5566
           3174           3174          0.000        192.000        18.5576
           3175           3175          0.000        191.667        18.5587
           3176           3176          0.000        191.333        18.5598
           3177           3177          0.000        191.000         18.561
           3178           3178          0.000        190.667        18.5621
           3179           3179          0.000        190.333        18.5632
           3180           3180          0.000        190.000        18.5644
           3181           3181          0.000        189.667        18.5656
           3182           3182          0.000        189.333        18.5668
           3183           3183          0.000        189.000         18.568
           3184           3184          0.000        188.667        18.5691
           3185           3185          0.000        188.333        18.5704
           3186           3186          0.000        188.000        18.5716
           3187           3187          0.000        187.667        18.5728
           3188           3188          0.000        187.333        18.5741
           3189           3189          0.000        187.000        18.5754
           3190           3190          0.000        186.667        18.5767
           3191           3191          0.000        186.333        18.5778
           3192           3192          0.000        186.000         18.579
           3193           3193          0.000        185.667        18.5801
           3194           3194          0.000        185.333        18.5813
           3195           3195          0.000        185.000        18.5824
           3196           3196          0.000        184.667        18.5836
           3197           3197          0.000        184.333        18.5848
           3198           3198          0.000        184.000        18.5859
           3199           3199          0.000        183.667         18.587
           3200           3200          0.000        183.333         18.588
           3201           3201          0.000        183.000        18.5891
           3202           3202          0.000        182.667        18.5903
           3203           3203          0.000        182.333        18.5914
           3204           3204          0.000        182.000        18.5926
           3205           3205          0.000        181.667        18.5939
           3206           3206          0.000        181.333        18.5951
           3207           3207          0.000        181.000        18.5963
           3208           3208          0.000        180.667        18.5975
           3209           3209          0.000        180.333        18.5989
           3210           3210          0.000        180.000        18.6001
           3211           3211          0.000        179.667        18.6014
           3212           3212          0.000        179.333        18.6027
           3213           3213          0.000        179.000         18.604
           3214           3214          0.000        178.667        18.6053
           3215           3215          0.000        178.333        18.6067
           3216           3216          0.000        178.000        18.6081
           3217           3217          0.000        177.667        18.6096
           3218           3218          0.000        177.333        18.6109
           3219           3219          0.000        177.000        18.6122
           3220           3220          0.000        176.667        18.6136
           3221           3221          0.000        176.333        18.6149
           3222           3222          0.000        176.000        18.6163
           3223           3223          0.000        175.667        18.6177
           3224           3224          0.000        175.333         18.619
           3225           3225          0.000        175.000        18.6205
           3226           3226          0.000        174.667        18.6219
           3227           3227          0.000        174.333        18.6233
           3228           3228          0.000        174.000        18.6247
           3229           3229          0.000        173.667        18.6262
           3230           3230          0.000        173.333        18.6276
           3231           3231          0.000        173.000        18.6291
           3232           3232          0.000        172.667        18.6304
           3233           3233          0.000        172.333        18.6318
           3234           3234          0.000        172.000        18.6332
           3235           3235          0.000        171.667        18.6345
           3236           3236          0.000        171.333        18.6359
           3237           3237          0.000        171.000        18.6373
           3238           3238          0.000        170.667        18.6387
           3239           3239          0.000        170.333        18.6401
           3240           3240          0.000        170.000        18.6414
           3241           3241          0.000        169.667        18.6427
           3242           3242          0.000        169.333        18.6439
           3243           3243          0.000        169.000        18.6452
           3244           3244          0.000        168.667        18.6465
           3245           3245          0.000        168.333        18.6478
           3246           3246          0.000        168.000        18.6492
           3247           3247          0.000        167.667        18.6507
           3248           3248          0.000        167.333        18.6521
           3249           3249          0.000        167.000        18.6537
           3250           3250          0.000        166.667        18.6553
           3251           3251          0.000        166.333        18.6567
           3252           3252          0.000        166.000        18.6582
           3253           3253          0.000        165.667        18.6596
           3254           3254          0.000        165.333        18.6608
           3255           3255          0.000        165.000        18.6621
           3256           3256          0.000        164.667        18.6634
           3257           3257          0.000        164.333        18.6647
           3258           3258          0.000        164.000        18.6659
           3259           3259          0.000        163.667        18.6673
           3260           3260          0.000        163.333        18.6685
           3261           3261          0.000        163.000        18.6697
           3262           3262          0.000        162.667        18.6709
           3263           3263          0.000        162.333        18.6722
           3264           3264          0.000        162.000        18.6734
           3265           3265          0.000        161.667        18.6745
           3266           3266          0.000        161.333        18.6757
           3267           3267          0.000        161.000        18.6768
           3268           3268          0.000        160.667        18.6779
           3269           3269          0.000        160.333        18.6791
           3270           3270          0.000        160.000        18.6802
           3271           3271          0.000        159.667        18.6813
           3272           3272          0.000        159.333        18.6824
           3273           3273          0.000        159.000        18.6835
           3274           3274          0.000        158.667        18.6846
           3275           3275          0.000        158.333        18.6857
           3276           3276          0.000        158.000        18.6869
           3277           3277          0.000        157.667         18.688
           3278           3278          0.000        157.333        18.6891
           3279           3279          0.000        157.000        18.6902
           3280           3280          0.000        156.667        18.6912
           3281           3281          0.000        156.333        18.6921
           3282           3282          0.000        156.000         18.693
           3283           3283          0.000        155.667        18.6938
           3284           3284          0.000        155.333        18.6947
           3285           3285          0.000        155.000        18.6956
           3286           3286          0.000        154.667        18.6964
           3287           3287          0.000        154.333        18.6973
           3288           3288          0.000        154.000        18.6982
           3289           3289          0.000        153.667        18.6992
           3290           3290          0.000        153.333        18.7002
           3291           3291          0.000        153.000        18.7013
           3292           3292          0.000        152.667        18.7023
           3293           3293          0.000        152.333        18.7033
           3294           3294          0.000        152.000        18.7045
           3295           3295          0.000        151.667        18.7056
           3296           3296          0.000        151.333        18.7066
           3297           3297          0.000        151.000        18.7078
           3298           3298          0.000        150.667        18.7089
           3299           3299          0.000        150.333        18.7101
           3300           3300          0.000        150.000        18.7112
           3301           3301          0.000        149.667        18.7123
           3302           3302          0.000        149.333        18.7135
           3303           3303          0.000        149.000        18.7146
           3304           3304          0.000        148.667        18.7157
           3305           3305          0.000        148.333        18.7169
           3306           3306          0.000        148.000        18.7181
           3307           3307          0.000        147.667        18.7194
           3308           3308          0.000        147.333        18.7208
           3309           3309          0.000        147.000        18.7221
           3310           3310          0.000        146.667        18.7235
           3311           3311          0.000        146.333        18.7251
           3312           3312          0.000        146.000        18.7267
           3313           3313          0.000        145.667        18.7282
           3314           3314          0.000        145.333        18.7297
           3315           3315          0.000        145.000        18.7315
           3316           3316          0.000        144.667        18.7343
           3317           3317          0.000        144.333        18.7385
           3318           3318          0.000        144.000        18.7422
           3319           3319          0.000        143.667        18.7434
           3320           3320          0.000        143.333        18.7451
           3321           3321          0.000        143.000        18.7472
           3322           3322          0.000        142.667        18.7493
           3323           3323          0.000        142.333        18.7513
           3324           3324          0.000        142.000        18.7533
           3325           3325          0.000        141.667        18.7553
           3326           3326          0.000        141.333        18.7573
           3327           3327          0.000        141.000        18.7593
           3328           3328          0.000        140.667        18.7613
           3329           3329          0.000        140.333        18.7632
           3330           3330          0.000        140.000        18.7651
           3331           3331          0.000        139.667        18.7671
           3332           3332          0.000        139.333        18.7691
           3333           3333          0.000        139.000        18.7711
           3334           3334          0.000        138.667        18.7731
           3335           3335          0.000        138.333        18.7752
           3336           3336          0.000        138.000        18.7772
           3337           3337          0.000        137.667        18.7792
           3338           3338          0.000        137.333        18.7813
           3339           3339          0.000        137.000        18.7833
           3340           3340          0.000        136.667        18.7854
           3341           3341          0.000        136.333        18.7873
           3342           3342          0.000        136.000        18.7893
           3343           3343          0.000        135.667        18.7912
           3344           3344          0.000        135.333        18.7932
           3345           3345          0.000        135.000        18.7951
           3346           3346          0.000        134.667        18.7969
           3347           3347          0.000        134.333        18.7988
           3348           3348          0.000        134.000        18.8007
           3349           3349          0.000        133.667        18.8026
           3350           3350          0.000        133.333        18.8044
           3351           3351          0.000        133.000        18.8063
           3352           3352          0.000        132.667        18.8083
           3353           3353          0.000        132.333        18.8102
           3354           3354          0.000        132.000        18.8121
           3355           3355          0.000        131.667         18.814
           3356           3356          0.000        131.333        18.8158
           3357           3357          0.000        131.000        18.8176
           3358           3358          0.000        130.667        18.8195
           3359           3359          0.000        130.333        18.8214
           3360           3360          0.000        130.000        18.8232
           3361           3361          0.000        129.667         18.825
           3362           3362          0.000        129.333         18.827
           3363           3363          0.000        129.000         18.829
           3364           3364          0.000        128.667        18.8311
           3365           3365          0.000        128.333        18.8331
           3366           3366          0.000        128.000        18.8351
           3367           3367          0.000        127.667        18.8372
           3368           3368          0.000        127.333        18.8408
           3369           3369          0.000        127.000        18.8487
           3370           3370          0.000        126.667        18.8552
           3371           3371          0.000        126.333        18.8572
           3372           3372          0.000        126.000        18.8582
           3373           3373          0.000        125.667        18.8597
           3374           3374          0.000        125.333        18.8618
           3375           3375          0.000        125.000        18.8637
           3376           3376          0.000        124.667        18.8658
           3377           3377          0.000        124.333        18.8677
           3378           3378          0.000        124.000        18.8695
           3379           3379          0.000        123.667        18.8712
           3380           3380          0.000        123.333        18.8729
           3381           3381          0.000        123.000        18.8745
           3382           3382          0.000        122.667        18.8761
           3383           3383          0.000        122.333        18.8776
           3384           3384          0.000        122.000        18.8787
           3385           3385          0.000        121.667        18.8798
           3386           3386          0.000        121.333        18.8809
           3387           3387          0.000        121.000        18.8819
           3388           3388          0.000        120.667        18.8823
           3389           3389          0.000        120.333         18.883
           3390           3390          0.000        120.000        18.8836
           3391           3391          0.000        119.667        18.8841
           3392           3392          0.000        119.333        18.8845
           3393           3393          0.000        119.000        18.8849
           3394           3394          0.000        118.667        18.8853
           3395           3395          0.000        118.333        18.8857
           3396           3396          0.000        118.000         18.886
           3397           3397          0.000        117.667        18.8863
           3398           3398          0.000        117.333        18.8865
           3399           3399          0.000        117.000        18.8867
           3400           3400          0.000        116.667        18.8869
           3401           3401          0.000        116.333         18.887
           3402           3402          0.000        116.000         18.887
           3403           3403          0.000        115.667        18.8869
           3404           3404          0.000        115.333        18.8865
           3405           3405          0.000        115.000        18.8862
           3406           3406          0.000        114.667        18.8857
           3407           3407          0.000        114.333        18.8852
           3408           3408          0.000        114.000        18.8841
           3409           3409          0.000        113.667        18.8831
           3410           3410          0.000        113.333        18.8818
           3411           3411          0.000        113.000        18.8806
           3412           3412          0.000        112.667        18.8788
           3413           3413          0.000        112.333         18.877
           3414           3414          0.000        112.000        18.8752
           3415           3415          0.000        111.667        18.8735
           3416           3416          0.000        111.333        18.8709
           3417           3417          0.000        111.000        18.8683
           3418           3418          0.000        110.667        18.8654
           3419           3419          0.000        110.333        18.8622
           3420           3420          0.000        110.000         18.858
           3421           3421          0.000        109.667        18.8539
           3422           3422          0.000        109.333        18.8495
           3423           3423          0.000        109.000        18.8446
           3424           3424          0.000        108.667        18.8394
           3425           3425          0.000        108.333        18.8338
           3426           3426          0.000        108.000        18.8279
           3427           3427          0.000        107.667        18.8203
           3428           3428          0.000        107.333        18.8103
           3429           3429          0.000        107.000        18.8041
           3430           3430          0.000        106.667        18.7985
           3431           3431          0.000        106.333        18.7914
           3432           3432          0.000        106.000        18.7808
           3433           3433          0.000        105.667        18.7738
           3434           3434          0.000        105.333        18.7672
           3435           3435          0.000        105.000        18.7582
           3436           3436          0.000        104.667        18.7436
           3437           3437          0.000        104.333        18.7356
           3438           3438          0.000        104.000         18.728
           3439           3439          0.000        103.667        18.7169
           3440           3440          0.000        103.333         18.698
           3441           3441          0.000        103.000         18.687
           3442           3442          0.000        102.667         18.676
           3443           3443          0.000        102.333        18.6604
           3444           3444          0.000        102.000        18.6357
           3445           3445          0.000        101.667        18.6208
           3446           3446          0.000        101.333        18.6059
           3447           3447          0.000        101.000        18.5846
           3448           3448          0.000        100.667        18.5508
           3449           3449          0.000        100.333        18.5261
           3450           3450          0.000        100.000        18.5017
           3451           3451          0.000         99.667        18.4682
           3452           3452          0.000         99.333        18.4161
           3453           3453          0.000         99.000        18.3768
           3454           3454          0.000         98.667        18.3359
           3455           3455          0.000         98.333        18.2834
           3456           3456          0.000         98.000        18.2147
           3457           3457          0.000         97.667        18.1553
           3458           3458          0.000         97.333        18.0977
           3459           3459          0.000         97.000        18.0292
           3460           3460          0.000         96.667        17.9444
           3461           3461          0.000         96.333        17.8684
           3462           3462          0.000         96.000        17.7921
           3463           3463          0.000         95.667        17.7126
           3464           3464          0.000         95.333        17.6268
           3465           3465          0.000         95.000        17.5486
           3466           3466          0.000         94.667        17.4686
           3467           3467          0.000         94.333        17.3867
           3468           3468          0.000         94.000        17.3043
           3469           3469          0.000         93.667        17.2238
           3470           3470          0.000         93.333        17.1443
           3471           3471          0.000         93.000        17.0655
           3472           3472          0.000         92.667        16.9867
           3473           3473          0.000         92.333         16.913
           3474           3474          0.000         92.000        16.8389
           3475           3475          0.000         91.667        16.7642
           3476           3476          0.000         91.333        16.6889
           3477           3477          0.000         91.000        16.6133
           3478           3478          0.000         90.667        16.5379
           3479           3479          0.000         90.333        16.4626
           3480           3480          0.000         90.000        16.3872
           3481           3481          0.000         89.667        16.3119
           3482           3482          0.000         89.333        16.2366
           3483           3483          0.000         89.000        16.1613
           3484           3484          0.000         88.667         16.086
           3485           3485          0.000         88.333        16.0114
           3486           3486          0.000         88.000        15.9365
           3487           3487          0.000         87.667        15.8623
           3488           3488          0.000         87.333        15.7892
           3489           3489          0.000         87.000        15.7169
           3490           3490          0.000         86.667        15.6448
           3491           3491          0.000         86.333        15.5733
           3492           3492          0.000         86.000        15.5022
           3493           3493          0.000         85.667        15.4316
           3494           3494          0.000         85.333        15.3613
           3495           3495          0.000         85.000        15.2913
           3496           3496          0.000         84.667        15.2221
           3497           3497          0.000         84.333        15.1531
           3498           3498          0.000         84.000        15.0845
           3499           3499          0.000         83.667         15.016
           3500           3500          0.000         83.333        14.9481
           3501           3501          0.000         83.000        14.8799
           3502           3502          0.000         82.667        14.8126
           3503           3503          0.000         82.333        14.7451
           3504           3504          0.000         82.000        14.6785
           3505           3505          0.000         81.667        14.6118
           3506           3506          0.000         81.333        14.5452
           3507           3507          0.000         81.000         14.479
           3508           3508          0.000         80.667        14.4136
           3509           3509          0.000         80.333        14.3487
           3510           3510          0.000         80.000        14.2837
           3511           3511          0.000         79.667        14.2186
           3512           3512          0.000         79.333        14.1542
           3513           3513          0.000         79.000         14.092
           3514           3514          0.000         78.667        14.0292
           3515           3515          0.000         78.333        13.9665
           3516           3516          0.000         78.000        13.9039
           3517           3517          0.000         77.667        13.8415
           3518           3518          0.000         77.333        13.7795
           3519           3519          0.000         77.000        13.7176
           3520           3520          0.000         76.667        13.6557
           3521           3521          0.000         76.333        13.5938
           3522           3522          0.000         76.000        13.5326
           3523           3523          0.000         75.667         13.472
           3524           3524          0.000         75.333         13.412
           3525           3525          0.000         75.000         13.352
           3526           3526          0.000         74.667        13.2927
           3527           3527          0.000         74.333        13.2337
           3528           3528          0.000         74.000        13.1751
           3529           3529          0.000         73.667        13.1167
           3530           3530          0.000         73.333        13.0568
           3531           3531          0.000         73.000        12.9916
           3532           3532          0.000         72.667        12.9281
           3533           3533          0.000         72.333        12.8744
           3534           3534          0.000         72.000        12.8241
           3535           3535          0.000         71.667        12.7724
           3536           3536          0.000         71.333        12.7195
           3537           3537          0.000         71.000        12.6661
           3538           3538          0.000         70.667        12.6115
           3539           3539          0.000         70.333        12.5575
           3540           3540          0.000         70.000        12.5036
           3541           3541          0.000         69.667        12.4497
           3542           3542          0.000         69.333        12.3956
           3543           3543          0.000         69.000        12.3416
           3544           3544          0.000         68.667        12.2877
           3545           3545          0.000         68.333        12.2337
           3546           3546          0.000         68.000        12.1799
           3547           3547          0.000         67.667         12.126
           3548           3548          0.000         67.333         12.073
           3549           3549          0.000         67.000        12.0215
           3550           3550          0.000         66.667        11.9694
           3551           3551          0.000         66.333        11.9174
           3552           3552          0.000         66.000        11.8654
           3553           3553          0.000         65.667        11.8135
           3554           3554          0.000         65.333        11.7621
           3555           3555          0.000         65.000        11.7108
           3556           3556          0.000         64.667          11.66
           3557           3557          0.000         64.333        11.6098
           3558           3558          0.000         64.000        11.5602
           3559           3559          0.000         63.667        11.5106
           3560           3560          0.000         63.333        11.4609
           3561           3561          0.000         63.000        11.4113
           3562           3562          0.000         62.667        11.3618
           3563           3563          0.000         62.333        11.3123
           3564           3564          0.000         62.000        11.2633
           3565           3565          0.000         61.667        11.2153
           3566           3566          0.000         61.333        11.1672
           3567           3567          0.000         61.000        11.1197
           3568           3568          0.000         60.667        11.0722
           3569           3569          0.000         60.333        11.0247
           3570           3570          0.000         60.000        10.9771
           3571           3571          0.000         59.667        10.9305
           3572           3572          0.000         59.333        10.8837
           3573           3573          0.000         59.000         10.837
           3574           3574          0.000         58.667        10.7904
           3575           3575          0.000         58.333        10.7441
           3576           3576          0.000         58.000         10.698
           3577           3577          0.000         57.667        10.6524
           3578           3578          0.000         57.333        10.6077
           3579           3579          0.000         57.000        10.5637
           3580           3580          0.000         56.667        10.5203
           3581           3581          0.000         56.333         10.477
           3582           3582          0.000         56.000        10.4335
           3583           3583          0.000         55.667        10.3887
           3584           3584          0.000         55.333        10.3437
           3585           3585          0.000         55.000        10.2987
           3586           3586          0.000         54.667         10.255
           3587           3587          0.000         54.333        10.2118
           3588           3588          0.000         54.000        10.1687
           3589           3589          0.000         53.667        10.1259
           3590           3590          0.000         53.333        10.0838
           3591           3591          0.000         53.000        10.0421
           3592           3592          0.000         52.667        10.0003
           3593           3593          0.000         52.333        9.95876
           3594           3594          0.000         52.000        9.91798
           3595           3595          0.000         51.667        9.87834
           3596           3596          0.000         51.333        9.83996
           3597           3597          0.000         51.000        9.80289
           3598           3598          0.000         50.667        9.76797
           3599           3599          0.000         50.333         9.7355
           3600           3600          0.000         50.000        9.70308


Results:
Texts:

  DSC700926_pBTTTketo_10%a, 02.03.2017 13:47:16
  DSC700926_pBTTTketo_10%a, 4.8000 mg

Sample:
  DSC700926_pBTTTketo_10%a, 4.8000 mg
Sample Remarks:
  
Experiment Comments:
  -
Curve Categories:
Evaluation:
  
Method:
  GMM_20Cmin_pBTTT_ketolactam_to350C
